id,nome,idade,sexo,"estado, renda_mensal"
2575,Maria Laura Marques,63,M,MA,7385.23
2576,Isabela da Costa,23,F,ES,7754.93
2577,Laura Pinto,64,F,RN,1947.39
2578,Sr. Benício Cunha,37,M,AC,2285.15
2579,Dr. Valentim Novaes,18,F,RJ,9493.69
2580,Ana Júlia Campos,34,M,MA,9898.31
2581,Nicole Macedo,97,F,TO,4329.87
2582,Pedro Henrique Pimenta,44,F,BA,5742.31
2583,Cecília Sousa,38,F,SE,2637.69
2584,Gabriela Barros,88,M,PI,4473.69
2585,Milena Leão,65,M,MA,5075.92
2586,Helena Cassiano,46,M,PA,3782.99
2587,Matteo Sales,30,M,BA,4759.63
2588,Melina Moreira,88,M,CE,6779.38
2589,Davi Lucca Freitas,42,M,PA,8564.08
2590,Vinicius Freitas,76,F,TO,4955.08
2591,Enrico Ferreira,24,M,PI,7382.39
2592,Antonella Silva,37,M,PI,7210.6
2593,Vitor Gabriel Casa Grande,98,M,RS,9396.08
2594,Alexia Barbosa,54,M,AL,9237.11
2595,Sra. Ísis Machado,86,F,RN,9862.94
2596,Dra. Clarice da Mota,35,F,SE,8239.32
2597,Maya Aragão,66,F,PA,9095.95
2598,Maria Cecília da Mota,27,F,CE,5278.08
2599,Ana Júlia Gomes,86,M,SE,6690.13
2600,Léo Andrade,26,F,AM,4325.25
2601,Lavínia Marques,57,F,SC,7657.86
2602,Théo Ferreira,19,F,MT,6266.76
2603,Evelyn Pacheco,60,F,GO,8935.06
2604,Esther Pires,57,F,AM,7156.56
2605,Raul Monteiro,36,F,PI,2751.43
2606,Rafael Rocha,41,M,SC,7445.14
2607,Nathan Montenegro,77,M,BA,6810.19
2608,Dr. Matteo Marques,51,F,SE,8215.76
2609,Mirella Campos,73,M,RR,7643.19
2610,Marina Camargo,53,F,RS,3210.63
2611,Marcela Santos,55,M,TO,6024.27
2612,Antonella Aragão,95,M,MA,8323.67
2613,Rhavi Cunha,73,F,PB,8674.13
2614,Erick Garcia,36,F,DF,8467.68
2615,Amanda Leão,25,F,CE,2667.06
2616,Mariah Cassiano,55,F,MA,3896.33
2617,Srta. Pietra Fogaça,40,M,BA,8672.66
2618,Lucas Gabriel da Luz,38,F,MA,4499.27
2619,Rebeca Brito,98,F,SC,1464.47
2620,Lavínia Pimenta,53,F,PI,8135.38
2621,Josué Vargas,24,F,RO,6517.58
2622,Dr. Heitor Pacheco,42,M,RR,3557.93
2623,Enzo Sá,20,F,TO,9100.37
2624,Lunna Mendes,58,F,DF,9131.74
2625,Davi Luiz da Costa,48,M,RO,2889.84
2626,Isabelly Fonseca,76,M,SC,3311.99
2627,Bianca Cassiano,97,M,PA,1348.39
2628,Diogo Teixeira,27,F,RN,8890.73
2629,Maria Sophia da Cunha,22,F,AL,3848.96
2630,Anthony Gabriel Correia,92,F,PB,9150.03
2631,Caroline Ferreira,81,M,CE,2867.46
2632,Mathias Rodrigues,93,M,GO,2021.46
2633,Mariah Ramos,78,M,SE,8533.18
2634,Zoe Siqueira,71,M,SE,3701.3
2635,Cecilia Borges,50,F,CE,6331.89
2636,Clarice Pacheco,25,F,SE,2742.48
2637,Ana Liz Farias,86,F,MT,3717.89
2638,Dr. Rafael Mendes,30,F,PI,4587.27
2639,Dr. Theo Monteiro,27,M,SP,7020.62
2640,Marcela Siqueira,38,M,AP,9960.76
2641,Oliver Peixoto,78,F,ES,3278.73
2642,Cecilia Guerra,93,M,MS,8664.87
2643,Mirella Marques,83,M,RR,1658.77
2644,Ayla Fogaça,41,F,MG,8422.33
2645,Sra. Vitória Martins,20,M,MT,1045.39
2646,Cecilia Pereira,63,F,AL,9528.01
2647,Eduardo Aparecida,93,M,AC,9626.8
2648,Benício Vargas,74,F,AL,8506.83
2649,Lorenzo Moraes,93,F,MG,2051.26
2650,Rael Mendonça,21,M,RO,8856.77
2651,Olívia da Costa,100,F,PB,8735.65
2652,Matteo Costela,67,F,AM,3179.45
2653,Natália Pacheco,79,M,AL,2009.5
2654,Felipe Almeida,74,M,BA,5191.53
2655,Aylla Silva,61,F,PA,9124.73
2656,Mariana Martins,58,M,BA,5972.35
2657,Ana Julia Marques,63,F,PR,3992.37
2658,Eloah Viana,62,F,SE,9182.66
2659,Sra. Letícia Abreu,84,M,PI,6678.56
2660,Théo Pires,36,M,DF,7726.52
2661,Mathias Vargas,56,F,AL,6022.84
2662,Otto Sousa,62,F,GO,8429.23
2663,Sr. Noah Costela,96,M,PA,9983.54
2664,Amanda Rezende,22,M,GO,2062.83
2665,Srta. Sarah Casa Grande,38,M,RR,2877.27
2666,João Felipe Silveira,71,F,AC,9125.96
2667,Srta. Alícia Azevedo,79,F,CE,1815.16
2668,Ana Cecília Sousa,42,F,MA,5528.76
2669,Laura Rocha,93,F,MT,5101.3
2670,Olívia Barbosa,34,F,MG,1421.75
2671,Heitor Pimenta,90,F,RR,1378.78
2672,Sr. Pedro Henrique Souza,80,F,PB,7838.97
2673,Sabrina Barros,96,M,RN,6972.89
2674,Benjamin Moura,19,M,BA,8269.34
2675,Joaquim Lopes,58,M,RS,8344.34
2676,Nicolas Porto,27,M,RN,7209.1
2677,Dr. Arthur Gabriel Cavalcanti,89,M,PE,9234.74
2678,Luigi Monteiro,68,F,MA,8556.85
2679,Josué Nogueira,82,M,RO,6896.01
2680,Srta. Ana Júlia Peixoto,80,M,TO,1709.7
2681,Srta. Cecília da Mata,74,M,MA,8223.32
2682,Luiz Felipe Costa,55,M,SC,7053.09
2683,Letícia Sá,31,M,AL,9072.43
2684,Bianca Jesus,24,M,RO,5380.22
2685,Enzo Gabriel Ramos,31,M,GO,9675.54
2686,Lucas Duarte,29,F,SE,5782.53
2687,Pietro Novaes,90,M,MA,3260.42
2688,Anthony Gabriel Andrade,35,M,PR,1317.23
2689,Pietra Cavalcante,86,M,BA,4707.09
2690,Sra. Heloisa Martins,43,M,PB,8000.89
2691,Esther da Conceição,48,F,AC,4940.88
2692,Sr. Eduardo Fonseca,89,M,BA,7021.28
2693,Isis Montenegro,98,M,MG,6908.12
2694,Lorena das Neves,55,M,RN,8593.3
2695,Arthur Miguel da Cruz,40,M,BA,5969.34
2696,Davi Lucca da Costa,78,M,MG,3730.31
2697,Carolina Gonçalves,77,M,ES,8941.59
2698,Srta. Yasmin Câmara,22,M,CE,1918.92
2699,Srta. Catarina Rios,80,M,PB,3514.98
2700,Valentim Albuquerque,84,M,AL,1518.77
2701,Maria Nascimento,58,M,RN,4680.17
2702,Luiz Fernando Dias,18,M,RN,7409.64
2703,Lara Rodrigues,57,M,SC,7266.89
2704,Sr. Dante Oliveira,95,F,RS,2548.56
2705,Isabelly Alves,70,F,AC,6635.18
2706,Emanuella Silveira,41,F,AM,1638.26
2707,Mariana da Mata,23,M,PR,3480.37
2708,Dra. Carolina Moraes,89,F,AP,9979.6
2709,Sra. Emilly Fernandes,52,F,RJ,2908.36
2710,Dra. Ágatha Azevedo,48,M,MS,8677.75
2711,Maria Eduarda Leão,25,M,RS,7279.93
2712,Zoe Rocha,19,F,PI,1723.07
2713,Lorenzo Teixeira,42,M,PA,8263.71
2714,Josué Alves,44,M,RS,7016.15
2715,Pietra Pires,67,F,RN,7885.61
2716,Daniel da Costa,65,F,PR,7152.28
2717,Sophie Azevedo,58,F,AP,4841.74
2718,Dra. Ana Lívia Gomes,80,M,RJ,9718.26
2719,Isis Pires,22,M,GO,7703.17
2720,Theo Alves,36,M,GO,6394.25
2721,Ravy Vasconcelos,94,M,AM,3538.61
2722,Helena Rocha,75,M,MG,4508.26
2723,Marcelo Cavalcanti,24,M,ES,4883.96
2724,Lunna Rezende,92,F,AL,8494.29
2725,Pedro Lucas Brito,88,F,RN,7673.86
2726,Luiz Felipe Ferreira,26,F,GO,7581.99
2727,Sr. Luiz Miguel Andrade,32,F,RJ,7128.26
2728,Jade Pimenta,19,F,RS,6978.83
2729,Dr. Matteo Mendonça,77,M,RR,3161.06
2730,Brenda Cirino,55,F,SE,4821.7
2731,Sr. João Vitor Oliveira,28,M,PI,4388.91
2732,Thales Fonseca,23,M,PR,4413.21
2733,Sr. Noah Barbosa,99,F,AC,9790.72
2734,Olivia Silva,53,F,DF,1079.91
2735,Isadora Camargo,35,M,ES,1810.71
2736,Noah Cavalcante,55,M,PR,9079.81
2737,Luara Monteiro,75,F,PB,1370.51
2738,Enrico Rezende,27,M,BA,7453.27
2739,Alexandre Machado,99,F,PA,6740.92
2740,Melina Santos,81,F,PE,8238.24
2741,Paulo Moreira,78,F,RO,3378.6
2742,Raquel Leão,67,M,SC,4162.43
2743,Beatriz da Rocha,27,M,SP,2754.66
2744,Luiza Melo,24,M,SC,5695.17
2745,Samuel Ramos,79,M,MT,4198.17
2746,Mariana Duarte,97,M,SP,5185.97
2747,Bianca Sales,36,M,PA,5419.14
2748,Brayan da Mota,55,M,SP,3878.48
2749,Benjamim Rodrigues,23,M,SC,5316.45
2750,Miguel Caldeira,24,F,AL,9122.08
2751,Clara Vargas,53,M,RR,2419.8
2752,Luiz Gustavo Borges,66,F,AL,8869.17
2753,João Gabriel Azevedo,37,M,MS,7162.21
2754,Enrico Barros,49,F,CE,6411.69
2755,Davi Luiz Novais,48,F,PA,6224.81
2756,Valentim Fernandes,59,F,PR,5760.65
2757,Sra. Valentina Mendes,68,M,PR,2641.24
2758,Laís Pimenta,62,F,AL,5438.47
2759,Fernanda Pinto,79,F,TO,1391.01
2760,José Miguel Monteiro,32,F,PI,6448.48
2761,Cecília Rezende,60,M,MS,1538.43
2762,Maria Cecília Casa Grande,87,M,DF,8349.51
2763,Kevin da Conceição,60,M,RJ,4336.23
2764,Joana Costa,39,M,RS,5408.86
2765,Maria Fernanda Caldeira,61,F,AM,2052.0
2766,Ana Laura das Neves,19,F,PI,8602.06
2767,Maya Abreu,81,F,PE,4997.15
2768,Dr. Yuri Fonseca,98,M,ES,9408.63
2769,Cecilia Araújo,93,F,TO,4968.05
2770,José Miguel Gomes,90,F,ES,4392.91
2771,Marcela Montenegro,45,F,TO,8606.17
2772,Camila Caldeira,56,M,RO,7914.77
2773,Sra. Lorena Monteiro,21,M,MA,9679.49
2774,Gabriela Silva,66,M,PR,7900.06
2775,Sr. Breno Barbosa,34,F,PR,3729.85
2776,Davi Gonçalves,51,M,SC,3244.43
2777,Helena Pinto,43,F,GO,4109.85
2778,Marina Fogaça,94,M,RJ,3312.28
2779,João Brito,66,M,PI,2883.55
2780,João Gabriel Araújo,61,F,SE,9359.26
2781,Gustavo da Cruz,81,M,AC,6611.27
2782,Maya Cassiano,73,M,AP,9525.25
2783,Augusto Oliveira,58,M,MA,7823.87
2784,Dra. Milena Teixeira,49,M,PI,1985.23
2785,Rebeca Nogueira,52,M,ES,2625.6
2786,Sr. Lucas Castro,72,F,RJ,3766.08
2787,Enzo Borges,37,F,PR,3702.41
2788,Vitor Gabriel Sousa,53,M,ES,5820.87
2789,Sra. Ana Carolina Vasconcelos,38,F,AC,4828.87
2790,Srta. Carolina Pinto,29,M,RN,4254.31
2791,Arthur Gabriel Camargo,90,F,BA,1830.99
2792,Murilo Guerra,36,M,BA,3415.27
2793,Stella Fernandes,68,F,RN,4815.93
2794,Laís Andrade,86,F,RJ,6396.28
2795,Srta. Catarina Garcia,62,F,RS,1239.0
2796,Thales Aragão,61,M,TO,7318.44
2797,Isaac Câmara,21,M,RN,3165.0
2798,Pedro Lucas Câmara,57,F,PA,1855.84
2799,Clara Montenegro,20,F,PR,3373.33
2800,Isaac Gomes,78,M,AC,3984.53
2801,Rafael Nascimento,67,F,GO,9380.59
2802,Sra. Elisa Pacheco,40,F,DF,7152.76
2803,Ryan Ribeiro,83,M,AP,6773.04
2804,Sr. Lucas Almeida,52,F,DF,7680.52
2805,Srta. Ana Vitória Gonçalves,27,F,GO,1004.74
2806,Melissa Pereira,42,F,RN,7952.27
2807,Caio Rios,52,M,SC,2938.89
2808,Guilherme Macedo,26,F,PE,8711.18
2809,Vitor Gabriel Siqueira,25,F,TO,5719.86
2810,Lívia Marques,95,M,RR,9730.88
2811,Melina Siqueira,87,M,CE,3569.13
2812,João Gabriel Nascimento,79,M,RJ,2497.49
2813,Danilo Cavalcanti,23,M,ES,5656.82
2814,Davi Luiz da Costa,65,F,ES,8259.5
2815,Hadassa da Rosa,90,F,PI,8488.1
2816,Yan da Conceição,45,M,CE,6044.64
2817,Ana Liz Farias,53,F,MS,4805.52
2818,Mateus Barbosa,54,M,SE,5587.2
2819,Arthur da Mota,99,F,PB,7917.94
2820,Maria Eduarda Martins,38,F,AL,3725.87
2821,Ana Luiza Brito,35,M,RO,6537.54
2822,Dra. Hellena da Conceição,69,F,RR,2386.27
2823,Francisco da Conceição,41,F,PA,5669.95
2824,Ana Liz Rodrigues,19,F,PI,2257.82
2825,Sr. Marcos Vinicius Pires,28,M,ES,4870.65
2826,Daniel Costa,36,F,SC,5503.36
2827,Rafael Melo,47,M,CE,8275.72
2828,Sr. Brayan da Rocha,68,F,AM,9877.59
2829,Theodoro Gomes,88,M,SC,4000.08
2830,Pedro Henrique Fonseca,57,M,GO,4360.09
2831,Luan Gonçalves,89,M,ES,9338.21
2832,Olivia Mendonça,23,M,BA,1986.49
2833,Ana Liz Fonseca,93,M,DF,4081.35
2834,Dante Fernandes,42,F,CE,6473.8
2835,Eloah Guerra,60,M,MS,1966.95
2836,Caroline Vasconcelos,31,F,RO,2737.29
2837,Heloisa Jesus,40,F,GO,6082.96
2838,Kamilly Pinto,69,M,DF,5329.77
2839,Dra. Olivia Rodrigues,30,F,RR,6723.0
2840,Catarina Gonçalves,62,M,RN,9535.2
2841,Bruno Rodrigues,42,F,PA,7122.52
2842,Sra. Maria Vitória Rocha,74,F,CE,4426.53
2843,Luan Farias,40,F,BA,5642.84
2844,Aurora Ferreira,72,F,MG,2370.93
2845,Lorena da Cruz,73,F,GO,5545.93
2846,Sr. Yuri das Neves,97,M,MA,1202.7
2847,Letícia Lopes,34,M,PR,5605.92
2848,Ana Vitória Ramos,94,F,AL,5699.85
2849,Maria Júlia Sá,43,M,PA,5373.21
2850,Carlos Eduardo Vasconcelos,24,F,RR,3648.42
2851,Lorenzo Pacheco,32,M,CE,8705.1
2852,Maria Vitória Dias,57,F,AL,4069.21
2853,Benício Santos,38,F,RO,7489.21
2854,Cauã Machado,58,F,MG,5148.48
2855,Srta. Maria Liz Cardoso,80,F,ES,4260.62
2856,João Felipe Fogaça,22,M,PB,5692.85
2857,Brayan Viana,38,F,SP,5310.49
2858,Júlia Novais,45,F,DF,9389.14
2859,Thomas Fonseca,43,M,RS,6509.52
2860,Gael Henrique Aparecida,84,M,SE,3568.06
2861,Bruno da Luz,74,F,AL,6068.06
2862,Alexia Sampaio,96,F,AM,8159.46
2863,Helena Araújo,47,M,AM,5256.69
2864,Maria Luísa Cirino,30,F,CE,7640.76
2865,Maria Flor das Neves,86,M,MT,6416.86
2866,Lucca Vargas,83,M,TO,2364.32
2867,Vitor Gabriel Câmara,66,F,AC,1440.47
2868,Gabrielly Melo,32,M,MG,5312.35
2869,Dra. Rebeca Pereira,53,M,SE,7356.41
2870,Renan Cunha,51,M,RS,1434.33
2871,Sra. Maya da Mota,96,M,AM,3667.19
2872,Maria Clara Rocha,31,F,MA,4685.73
2873,Carolina Pimenta,92,F,SE,8613.41
2874,Ana Carolina Abreu,82,M,PI,9889.96
2875,Bella da Luz,20,M,MA,1816.34
2876,Aylla da Mata,76,M,MS,3132.7
2877,Dr. Nicolas Costela,83,F,RO,9893.69
2878,Thales Moraes,98,M,TO,7546.65
2879,Ana Clara Albuquerque,94,F,MG,9458.42
2880,João Pedro Cardoso,47,F,TO,6503.91
2881,Dr. Kaique Barros,37,M,SE,2459.46
2882,Maria Fernanda Fogaça,59,M,ES,2142.06
2883,Olivia Lima,46,F,PA,6654.43
2884,Marcos Vinicius Barros,99,M,RR,8142.0
2885,Fernanda Albuquerque,100,M,RS,2090.07
2886,Anna Liz Campos,54,M,TO,6069.82
2887,Kaique Ribeiro,64,M,PB,6305.53
2888,Rafael da Paz,29,M,SC,5089.39
2889,Joana Marques,27,F,SC,1048.93
2890,Sr. Pedro Henrique Jesus,43,F,RS,4852.22
2891,Diogo Castro,43,M,RS,3770.22
2892,Francisco Nunes,64,F,MT,6701.85
2893,Anthony Gabriel da Cunha,18,M,PR,5229.97
2894,Léo Rezende,46,M,BA,6008.25
2895,Bryan Ramos,77,F,MA,8410.31
2896,Carlos Eduardo Garcia,69,F,DF,5384.32
2897,Thomas Pimenta,33,F,RN,1529.47
2898,Vitor das Neves,54,F,RN,5065.61
2899,Nicole Mendonça,29,F,RN,6490.06
2900,Nicolas Albuquerque,77,M,BA,6723.31
2901,Camila da Cruz,79,F,PB,5506.16
2902,Dr. Kaique Sá,26,M,SP,7739.74
2903,Olívia da Mota,94,F,AP,6363.19
2904,Bernardo Fernandes,49,F,GO,9397.67
2905,Srta. Marina Mendes,20,F,BA,3701.41
2906,Manuella Cardoso,35,F,SC,6465.34
2907,Maysa Gomes,92,F,DF,8889.96
2908,Julia Fernandes,89,F,SE,3720.63
2909,Ana Santos,54,F,MT,5719.99
2910,Rhavi Mendonça,51,M,RR,4384.79
2911,Vinicius das Neves,31,M,AL,1325.14
2912,Maria Liz Marques,71,F,AM,2440.96
2913,Dr. Carlos Eduardo Pacheco,97,M,AC,2174.18
2914,Helena Barbosa,23,F,RJ,4587.67
2915,Giovanna da Cruz,82,M,PB,5790.24
2916,Joaquim Rezende,87,M,BA,9450.66
2917,Sra. Jade Sá,29,M,PE,2362.76
2918,Lavínia Ribeiro,66,M,CE,4892.33
2919,Maysa Pimenta,19,M,RS,1889.41
2920,Sarah Fernandes,83,F,GO,7431.27
2921,Srta. Luiza Vieira,62,F,PA,5502.23
2922,Larissa Rocha,82,M,MA,2615.03
2923,Cecília Brito,38,F,RO,7130.07
2924,Maria Sophia Cunha,100,M,PB,8573.88
2925,Henry Gabriel Gonçalves,42,F,RJ,2737.69
2926,Sr. Augusto Sampaio,66,F,MG,6647.82
2927,Nina Nogueira,97,F,TO,3450.93
2928,Dr. Vitor Gabriel Machado,99,F,AP,3439.21
2929,Olivia Mendonça,81,M,RO,3300.05
2930,Pedro Lucas Novaes,69,M,AM,3402.77
2931,Sr. Augusto Santos,74,M,AL,1232.54
2932,Raul Fernandes,42,F,TO,4519.2
2933,Amanda Câmara,100,F,CE,2277.93
2934,Danilo Monteiro,77,F,ES,8519.2
2935,João Gabriel Borges,32,F,RO,2018.19
2936,Lucas Ferreira,100,F,MS,8871.56
2937,Dr. Carlos Eduardo Correia,93,F,PR,8531.76
2938,Hadassa da Cunha,53,M,AL,4823.17
2939,Marcela Mendes,20,M,CE,3230.41
2940,José Pedro Costa,54,F,GO,5413.99
2941,Matteo Ramos,62,F,DF,7255.44
2942,Luiz Otávio Lopes,44,M,CE,4684.77
2943,Hellena Sales,49,F,SE,7079.46
2944,Milena Cirino,29,F,RO,1340.38
2945,Henry Silveira,18,M,CE,4833.36
2946,Srta. Maria Laura Campos,58,M,MT,4989.13
2947,Jade Martins,42,F,DF,6538.99
2948,Francisco Pastor,73,F,MA,8846.58
2949,Maria Luísa Moraes,57,F,SE,6119.58
2950,Sara Cassiano,61,M,ES,5825.07
2951,Lara Borges,79,F,AP,5366.2
2952,Nathan Novais,48,F,PA,3591.58
2953,Julia da Conceição,79,F,MT,2172.73
2954,Anthony Gabriel Pimenta,49,F,MS,3427.22
2955,Mariana Moura,55,M,PI,4771.2
2956,Maysa Sousa,40,M,ES,9508.74
2957,Vitor Guerra,73,M,RR,4901.88
2958,Gustavo Siqueira,76,F,TO,8614.76
2959,Maria Aparecida,64,F,MT,9148.27
2960,Asafe Freitas,91,F,RS,6810.73
2961,Thomas Garcia,79,F,AL,2780.55
2962,Sr. Théo Novais,30,F,RJ,1785.56
2963,Pietra Nunes,71,F,MG,4428.25
2964,Isadora das Neves,99,F,PE,2871.22
2965,Vitor Silva,43,M,PA,5439.71
2966,Camila Barros,20,F,RJ,5694.8
2967,Maria Julia Gomes,52,M,SE,8733.3
2968,Mateus Nogueira,72,F,RJ,7442.45
2969,Melissa das Neves,72,M,RS,5588.21
2970,Lucca Vieira,47,M,PA,3815.66
2971,Dr. Danilo Pimenta,32,M,PA,4690.15
2972,Bruno Pimenta,90,M,MS,5924.31
2973,Sr. Enzo Lopes,20,F,PA,8492.16
2974,Maria Clara Almeida,44,M,BA,9518.57
2975,Dr. Léo Almeida,70,M,AC,5875.38
2976,Renan Pinto,45,M,RR,4460.47
2977,Manuela Novaes,74,M,PB,1427.23
2978,Melina Montenegro,22,F,AM,6811.67
2979,Srta. Maria Fernanda Souza,21,F,RR,8986.35
2980,Ryan Dias,40,M,GO,7286.75
2981,Josué Silveira,31,F,AM,5691.75
2982,Maria Cecília Rios,67,F,GO,8582.46
2983,Alexia Duarte,72,F,MT,1872.74
2984,Bella Moreira,77,F,RN,7586.37
2985,Otto da Mata,73,F,AM,3046.19
2986,Emilly Sales,93,M,AM,9636.49
2987,Helena Lopes,33,F,PI,2176.95
2988,Maria Sophia da Rosa,30,M,TO,8722.25
2989,Pedro Henrique Montenegro,63,F,SP,5885.74
2990,João Guilherme Barbosa,63,F,RN,1384.56
2991,Pietra Albuquerque,53,M,RJ,5386.57
2992,Julia Costa,21,M,AC,1880.02
2993,Théo Sá,97,M,PR,6564.71
2994,Heitor Marques,59,M,PI,4579.55
2995,Liam Nascimento,18,M,MA,6836.33
2996,Marcos Vinicius Rezende,68,M,DF,2808.1
2997,Sra. Ana Sophia Melo,22,M,AP,5873.92
2998,Laura Rios,81,M,ES,3402.24
2999,Leandro Guerra,23,F,AC,8649.99
3000,Maria Isis Viana,23,M,TO,4414.03
3001,Henrique Azevedo,34,F,PA,4305.87
3002,Mirella da Costa,86,M,AL,9153.55
3003,Dom Cassiano,72,M,GO,2635.16
3004,Anthony Gabriel Novaes,54,F,PA,9849.66
3005,Theodoro Ramos,33,M,MS,4673.57
3006,Henry Santos,66,F,PE,1165.19
3007,José Pedro Santos,69,M,DF,3920.63
3008,Melina Rodrigues,84,F,PR,5269.3
3009,Valentim Cassiano,28,M,RS,7746.82
3010,Sr. Caio Silveira,42,M,MA,7093.35
3011,Marcelo Pimenta,46,M,MT,1026.89
3012,Otto Cardoso,53,M,PA,2138.63
3013,Maria Vitória Cardoso,93,F,MG,5141.53
3014,Luísa Aparecida,66,M,SC,6388.09
3015,Sara Albuquerque,96,F,PB,7986.23
3016,Kamilly Garcia,82,F,RO,9674.71
3017,Enrico Câmara,29,F,PA,4200.72
3018,Juan Almeida,100,M,SE,9894.33
3019,Yago Leão,65,F,MA,1817.87
3020,José Brito,68,M,MS,7988.01
3021,Isabel Fogaça,70,F,PA,8931.0
3022,Maria Luísa Ferreira,96,F,BA,6877.18
3023,Enrico Sampaio,25,F,TO,3615.35
3024,Dr. Luiz Fernando Araújo,21,F,MS,2175.03
3025,Marcos Vinicius Pinto,97,F,SP,8112.93
3026,Maya da Cunha,100,M,PI,6480.9
3027,Bella Rocha,95,M,PB,4836.57
3028,Larissa Cavalcante,70,F,AL,5469.38
3029,Henry Sampaio,42,F,RN,6159.17
3030,Natália Camargo,44,F,MG,7811.27
3031,Pedro Miguel da Mata,38,F,TO,7267.72
3032,Rafaela Cavalcante,22,M,MA,5085.07
3033,Igor Lima,40,M,ES,3015.17
3034,Larissa Novais,54,F,AP,1161.07
3035,Murilo Teixeira,57,F,RN,9057.78
3036,Pietra Rezende,21,F,TO,6946.58
3037,Srta. Liz Novaes,85,F,ES,9859.85
3038,Pedro Lucas Casa Grande,63,M,TO,3865.37
3039,Alice Ferreira,80,F,AC,2458.21
3040,Pedro Aparecida,65,F,PA,3068.61
3041,Camila Gomes,45,F,MA,9071.41
3042,Ana Júlia Sampaio,46,F,MS,4246.29
3043,Bruno Vieira,31,F,AP,4828.26
3044,Maria Eduarda Barros,95,F,PB,3726.2
3045,Joaquim Lima,95,M,MT,4304.86
3046,João Felipe Andrade,99,M,SP,7996.19
3047,Joana Alves,59,M,RS,5125.21
3048,Eduardo Cardoso,45,M,AL,5605.31
3049,Ana Beatriz Moreira,100,F,AL,4581.44
3050,Srta. Raquel Marques,88,F,PA,5640.28
3051,Dr. Carlos Eduardo Moura,96,F,MS,9271.84
3052,Sra. Joana Cavalcanti,32,F,RJ,4549.32
3053,Pietra Pinto,44,M,ES,9147.44
3054,Dra. Yasmin da Mata,36,F,PR,6858.52
3055,Srta. Fernanda da Conceição,27,M,BA,8933.45
3056,Josué Caldeira,44,M,GO,9665.99
3057,Ravi Costa,26,F,MA,9627.86
3058,Dr. Isaac Garcia,66,M,MT,3572.76
3059,Dr. Luiz Henrique Gonçalves,20,M,MG,1252.06
3060,Srta. Lunna Teixeira,30,M,RJ,4752.11
3061,Bento Sousa,44,M,CE,6676.84
3062,Maria Luísa Nogueira,61,M,RR,7190.03
3063,Kamilly Moreira,34,F,BA,4522.93
3064,Lívia Sá,97,M,PI,2062.51
3065,Gabriel Macedo,46,M,MT,1448.21
3066,Ana Júlia Moreira,95,F,TO,5669.55
3067,Alexandre da Costa,21,F,CE,2379.36
3068,Ravi Dias,36,F,GO,8104.97
3069,Bella Moreira,85,M,PR,4044.17
3070,Brenda Guerra,83,F,BA,6998.55
3071,Isabel Almeida,74,F,GO,4081.14
3072,Luiz Gustavo Pinto,30,F,DF,3283.32
3073,Maria Flor Gonçalves,94,F,RN,8717.33
3074,Augusto Duarte,47,F,AM,4436.04
3075,Henry Gabriel Guerra,58,M,RJ,9415.27
3076,João Souza,95,M,PA,7020.06
3077,Gael Sales,87,M,AC,8031.48
3078,Melina Freitas,38,M,RO,8441.89
3079,João Guilherme Rodrigues,74,F,TO,2237.26
3080,Maria Clara Andrade,46,M,RO,6023.86
3081,Arthur Miguel Pereira,20,F,BA,1903.31
3082,Sabrina Fernandes,31,F,RO,4784.8
3083,Benjamin Freitas,95,M,PA,1244.45
3084,Srta. Eloá Cunha,68,F,GO,2053.69
3085,Dra. Maria Julia da Cruz,70,F,PR,4502.01
3086,Maria Liz da Rosa,29,F,RO,9904.62
3087,Srta. Isabelly Machado,41,M,SE,6754.42
3088,Levi Machado,74,M,PE,8571.01
3089,Alana Costa,45,F,RJ,9241.13
3090,Mirella Souza,97,F,RS,7242.22
3091,Murilo da Cunha,69,M,PA,9446.82
3092,Ana Júlia Borges,47,M,CE,1587.98
3093,Sabrina das Neves,66,F,AP,7838.41
3094,Mathias Aparecida,84,F,PE,2583.41
3095,Antônio Andrade,76,M,RS,7942.47
3096,Maria Luiza da Conceição,87,F,DF,9656.97
3097,Bruna Novais,59,F,AM,2879.09
3098,Ana Beatriz Cavalcante,43,M,RR,7043.54
3099,Henry da Mata,96,F,SP,3171.0
3100,João Felipe Vargas,34,M,PE,2952.74
3101,Benjamin Castro,40,M,RJ,3902.01
3102,Olívia Teixeira,38,F,RO,5821.17
3103,Maria Eduarda Lima,63,M,GO,1065.85
3104,Dr. Diego Cavalcante,63,F,BA,8740.76
3105,Benjamim da Conceição,29,M,PR,5982.16
3106,Thales Vieira,92,M,PA,9267.5
3107,Melissa Campos,43,F,RJ,9704.7
3108,Ana Júlia Sampaio,31,M,SE,6165.02
3109,Ana Clara Pacheco,60,M,MT,2708.4
3110,Kevin Cassiano,75,F,AC,1439.02
3111,Raquel Cirino,96,F,TO,2812.33
3112,Yuri Sales,65,M,AC,5948.31
3113,Isaac da Rocha,63,F,TO,6718.67
3114,Isadora da Costa,66,M,MS,4920.64
3115,Igor da Rosa,47,F,PE,8216.26
3116,Heitor Sampaio,73,F,GO,6226.56
3117,Dr. Gustavo Henrique Vieira,84,F,PB,5961.15
3118,Bárbara Pinto,60,M,RO,9931.55
3119,Fernanda Nunes,81,M,PA,2436.0
3120,Gael Henrique da Luz,70,F,RJ,7895.48
